     0.447383    0.0512753     0.394463
     0.838325     0.236551     0.826307
     0.519686     0.883513     0.776192
     0.842946     0.522840     0.324322
     0.576023    0.0419006     0.442209
    0.0735626     0.864120     0.645117
     0.913696     0.801053     0.793062
     0.441092     0.345078     0.390901
     0.454980     0.703509    0.0915728
     0.257480     0.844954     0.338032
     0.902025     0.417548    0.0617590
     0.576284     0.667124     0.145140
     0.160747     0.716045     0.481044
     0.128993     0.916298     0.761716
     0.999944    0.0599909     0.186071
     0.531605     0.466587     0.862863
     0.206716     0.853873     0.949521
     0.495577     0.177670     0.475660
     0.209440     0.652804     0.702833
     0.897153     0.431414     0.214844
     0.719150     0.305650     0.648154
     0.230880     0.913262     0.265421
     0.420612     0.182618     0.707983
     0.930777     0.417929     0.620191
     0.126843     0.704298     0.749958
     0.563092     0.593151     0.894182
     0.903981     0.697947     0.527547
     0.359808     0.977601     0.852903
     0.816860     0.563052     0.970093
     0.959599     0.739244     0.281271
     0.640400     0.227865     0.587162
     0.523781     0.638699     0.172314
     0.284346     0.383237     0.551321
     0.465813     0.108945     0.384828
     0.408575     0.424684     0.263813
     0.410542     0.503940     0.495436
     0.364025     0.156881     0.350128
    0.0887012     0.336573     0.565054
     0.780167     0.448110    0.0248909
     0.318902     0.386241     0.495097
    0.0643234     0.392248     0.715612
     0.985363    0.0964146     0.575644
     0.432434     0.612111     0.272685
     0.358578     0.766023    0.0824642
     0.742271     0.692309    0.0107822
     0.681968     0.727970    0.0417233
     0.958472     0.576356     0.755230
     0.404384     0.947799     0.724134
     0.910629     0.288619     0.936978
     0.681347     0.745555     0.358090
    0.0645084   0.00810337     0.122473
     0.782557     0.584068     0.134692
     0.572188     0.598376     0.455150
    0.0102673     0.316929     0.902514
     0.360420   0.00375462     0.331330
    0.0591307     0.905174     0.582669
     0.418390     0.818052     0.817508
     0.931441     0.420134     0.862651
    0.0390587     0.867378    0.0249853
     0.377280     0.747286     0.860515
     0.733871     0.395187     0.214814
     0.858470     0.535131     0.450335
    0.0489016    0.0913563     0.483047
     0.631926     0.321543     0.869722
     0.829896     0.487635     0.943043
     0.997133     0.719245    0.0704508
     0.666769     0.676395     0.898552
     0.649050     0.446053     0.273648
     0.409722     0.996206     0.363329
     0.999496    0.0496340     0.534585
     0.305995     0.674846     0.631618
     0.873677     0.858488     0.942447
     0.696454     0.461434     0.727269
     0.876586     0.766911     0.455916
     0.973720     0.135785     0.167056
     0.319416     0.865312     0.851665
     0.466471     0.379575     0.769444
     0.790647     0.370756     0.237596
    0.0946398    0.0497150     0.431983
     0.283596     0.194073     0.864971
     0.846924     0.213457     0.116468
     0.247379     0.166483     0.947546
     0.399804     0.233134     0.811801
     0.814317    0.0205545     0.398046
     0.426997     0.233747     0.623449
     0.152857     0.201838     0.887457
     0.104777    0.0451994     0.358436
     0.603585     0.472812     0.691391
     0.288607     0.535066     0.882494
     0.957401    0.0290680     0.138271
    0.0377131     0.845113     0.316460
     0.838345     0.564365     0.103123
     0.630979     0.152272    0.0809011
    0.0966730     0.444901     0.727259
     0.147470     0.400004     0.357658
     0.539412     0.107320     0.272494
     0.167685     0.373351    0.0865450
    0.0184469     0.732262     0.970504
     0.640386     0.350420     0.234050
     0.758191     0.336422     0.739202
     0.301772     0.719124     0.436463
     0.476508     0.798735     0.479451
     0.154276     0.830556     0.109811
     0.311537     0.195480     0.919260
     0.191922     0.760977     0.438782
     0.378714     0.867062     0.456703
     0.838095     0.728261   0.00889778
    0.0132971     0.623549     0.281456
     0.348321     0.644734     0.586219
     0.786407     0.753958     0.692696
     0.380483     0.169537     0.968197
   0.00805378     0.523277     0.556235
     0.147652     0.771658     0.715143
     0.556343     0.599208     0.612090
     0.699669     0.330145     0.231068
     0.452044     0.876278     0.210017
     0.393901     0.395044     0.410583
     0.181036    0.0361319     0.487062
     0.409249   0.00574398     0.530686
     0.204318     0.794014    0.0176964
     0.408046     0.806657     0.108782
     0.586120     0.338799     0.749526
     0.195973   0.00705624     0.596241
     0.368629     0.533020     0.620067
     0.159190     0.173662     0.397750
     0.723597     0.252190    0.0315666
     0.812900     0.286708     0.794491
     0.117073     0.659115     0.997603
     0.780875     0.953968     0.977819
     0.800862     0.692250     0.683900
     0.616273     0.300056     0.566957
     0.837881     0.161372     0.218991
     0.490526     0.445957     0.913724
     0.930171     0.563897     0.135139
     0.217860     0.853371     0.272640
    0.0886583     0.373790    0.0126171
     0.883066     0.798808     0.595536
     0.818601     0.585655     0.593697
     0.864990     0.463291     0.328384
     0.602022     0.217554     0.815801
     0.271684     0.797254     0.820865
    0.0508451     0.269423     0.659321
     0.556585     0.459852     0.580851
     0.311590     0.518886     0.359691
     0.728130     0.271860     0.440566
     0.611676     0.149601     0.965073
     0.784521     0.516915     0.124340
     0.680103    0.0112667     0.799429
     0.589798     0.368101     0.875626
     0.495542    0.0370541    0.0197363
     0.840380     0.264215     0.410240
     0.523775     0.165519     0.308031
     0.322880    0.0697746     0.540672
     0.841416     0.446936     0.837869
     0.549747     0.493080     0.428848
     0.543526    0.0885792     0.849292
     0.469427     0.983039     0.162024
     0.862283     0.660902     0.855894
     0.230000     0.464565    0.0733624
     0.590137     0.494507     0.888007
     0.785480     0.590509     0.921484
     0.375456     0.868465    0.0914068
     0.671400     0.148139     0.735085
     0.888782     0.163008     0.246745
     0.951050     0.229850     0.910747
    0.0774822     0.785343     0.306327
     0.233225    0.0436878     0.927342
     0.625958     0.989927     0.837260
     0.157664     0.450624     0.594604
     0.982639    0.0589619     0.859118
     0.195148     0.589524     0.143513
     0.326289     0.715877     0.968802
     0.575580     0.766850    0.0525093
     0.866017     0.590724     0.338615
     0.771140     0.460962     0.734108
     0.323036     0.251082     0.569546
     0.966141     0.361053     0.414998
     0.183540     0.328586    0.0406713
     0.245739     0.259673     0.994830
     0.805981     0.615732    0.0763807
     0.764458     0.314166     0.241604
     0.275194     0.356107     0.745749
     0.514017     0.739233     0.819902
     0.522280     0.632977     0.840488
     0.746794   0.00783348     0.723254
     0.315948     0.742356     0.354095
     0.742025     0.854453     0.132360
     0.267699     0.135279     0.896065
     0.889305     0.116777     0.305422
     0.399155     0.437580     0.539335
     0.357413     0.155657     0.623246
     0.505454    0.0848427    0.0507345
     0.980036     0.283118    0.0500469
     0.434493     0.479598     0.432938
     0.245623    0.0990419     0.729637
     0.104424     0.997537    0.0713711
    0.0891571     0.799215     0.178139
     0.998378     0.129465     0.414427
     0.387548     0.508716     0.567020
     0.905180     0.700735     0.788438
     0.635134    0.0820427    0.0845623
     0.306728     0.961001    0.0344706
     0.648385     0.583112     0.587469
     0.408474    0.0861673    0.0384188
     0.985580     0.440174     0.599010
     0.506994    0.0723200     0.505290
     0.162621     0.460979     0.408002
     0.476351     0.461503     0.830774
     0.627197     0.266829     0.206718
    0.0551023     0.372036     0.516586
     0.680931    0.0168142     0.346830
     0.779237     0.531564     0.573946
    0.0429811     0.466925     0.391271
     0.324531     0.420156     0.952569
     0.453643     0.763711     0.542223
     0.387482     0.634186     0.316911
     0.560803     0.106290     0.424261
     0.836376     0.879797     0.749441
     0.764771     0.560610     0.996231
     0.285906     0.358570     0.336887
    0.0841522     0.438710     0.592136
     0.217892     0.473742     0.597635
     0.475561     0.635599     0.636703
     0.272095     0.147764     0.415369
     0.480114    0.0967360     0.239786
     0.537289     0.524727     0.617626
     0.115339     0.351738     0.174685
     0.100044     0.830064     0.944145
     0.765643     0.304659     0.598613
    0.0640574     0.850748     0.457075
     0.440878     0.122502     0.787332
     0.732719     0.705377     0.380207
     0.514504     0.192572     0.204313
     0.469819     0.665889     0.260445
     0.693696     0.415857     0.357261
     0.629835    0.0442991     0.484192
     0.104090     0.256800     0.305358
     0.841958     0.342589     0.282622
     0.513657     0.720593     0.176859
     0.586051     0.644013     0.414826
     0.988044     0.472501     0.780565
     0.181972     0.874255     0.745410
     0.903131     0.302017     0.663579
     0.605989     0.758076     0.469277
     0.550442     0.959370     0.492085
     0.855143     0.506775     0.119478
     0.608646     0.861389     0.439427
     0.405485     0.871105     0.979920
     0.824985     0.121577     0.653886
     0.856398    0.0387201     0.248842
     0.534451     0.807503     0.514976
     0.524741    0.0462294     0.953477
     0.107709     0.638603     0.514164
     0.133314     0.432199     0.996252
     0.569863     0.741306     0.914680
     0.420223     0.580643     0.330050
     0.333811     0.563558     0.919046
     0.591122     0.364957     0.437193
     0.846217     0.673734     0.572481
     0.869294     0.927155     0.513646
     0.347943     0.815746     0.233204
     0.950365     0.154692     0.547533
     0.139635     0.119185     0.622102
     0.468256     0.353810     0.158446
     0.842758     0.722243     0.485293
     0.840549    0.0424967     0.121960
     0.623642     0.641712     0.934053
     0.567046    0.0263834     0.332390
     0.648033    0.0146809     0.600762
     0.811872     0.820865     0.246014
     0.294115     0.368351     0.851513
     0.626276     0.842228     0.981343
     0.599462     0.556983    0.0602236
     0.531569     0.500320     0.496849
     0.360304     0.523293     0.304719
     0.485609     0.863199     0.623155
     0.906176     0.640406     0.993656
     0.328750     0.391807     0.698487
     0.353977     0.883635     0.525357
     0.630020     0.671119     0.171816
     0.381761     0.313905     0.658663
     0.389239     0.148424     0.752090
     0.485837     0.526005     0.448183
     0.414181     0.834220     0.266038
     0.829101   0.00887203     0.466646
     0.100191     0.443211     0.367375
     0.938647     0.789901     0.253996
     0.285131     0.932756     0.735813
   0.00414944     0.595596     0.979552
     0.835640     0.945428     0.294086
     0.857552     0.995804    0.0104141
     0.840796    0.0870018     0.344636
     0.481690     0.147795     0.746429
     0.199714     0.111986     0.648894
     0.552230     0.358744     0.982541
    0.0358944     0.324569     0.711150
     0.988497     0.283901     0.703462
     0.582480     0.313694    0.0296993
     0.879921     0.563307     0.968765
     0.917630     0.944976     0.479363
     0.448421    0.0996904     0.300473
     0.886579     0.874508     0.126144
     0.969689     0.470482     0.283743
     0.105613     0.968954     0.921624
     0.665112     0.975327     0.406099
     0.586653     0.979023     0.205924
     0.200603     0.179422     0.675115
     0.814100    0.0909996     0.763002
     0.174770     0.275664     0.839006
     0.696423     0.178287    0.0313473
     0.680390     0.815182     0.948963
     0.659327     0.134343     0.133376
     0.749014    0.0775976     0.917595
     0.174391     0.613491     0.897131
     0.788612     0.169940     0.630198
     0.615744     0.350322     0.512124
     0.800724     0.632980     0.188910
     0.565850     0.138700     0.359248
     0.677316     0.780421   0.00666332
     0.346008    0.0266171     0.427719
     0.394538     0.204943    0.0984983
     0.469479     0.787396     0.844691
     0.536978    0.0386543     0.890739
     0.306724     0.308577     0.861468
     0.384770     0.376471     0.668280
     0.738743     0.290600     0.188089
     0.707684     0.910839     0.339559
     0.516757     0.580233     0.717075
     0.735885     0.356125     0.279337
     0.671614     0.545445     0.742424
     0.549417     0.578833     0.820788
     0.161297     0.526426     0.410711
     0.307863   0.00540257     0.596148
     0.926211     0.154319     0.356926
     0.764300     0.592014     0.556910
     0.780780     0.283818    0.0235901
    0.0283089    0.0685062     0.774384
     0.347870    0.0779076     0.952880
     0.163218     0.107245     0.180590
     0.444148     0.280549     0.922537
     0.257370    0.0205183     0.565229
     0.259848    0.0315304     0.345262
     0.793930     0.466773     0.883893
     0.514963     0.813693     0.418038
     0.596677     0.499543    0.0908833
     0.778098     0.437778     0.576311
     0.373403     0.447363     0.118929
     0.187396     0.466019     0.969512
     0.380818     0.782389     0.778584
     0.581751    0.0929527     0.724529
     0.706045     0.756247     0.655387
     0.160510     0.403045     0.507989
    0.0738001     0.952657     0.625832
     0.632704     0.329935    0.0742607
     0.792974     0.161016     0.440563
     0.679992     0.503307     0.386994
